Ca,Co,Cs,Fe,Hg,La,Li,Nb,Ni,Rb,Sr,a_col,b_col,c_col,h_col,x_col
4.001020408163265,8.755102040816327,0.7451020408163266,1.9181632653061225,0.04285714285714286,18.23061224489796,15.622448979591837,0.5891836734693877,29.6265306122449,18.428571428571427,91.31428571428572,3.383378224408163,8.84237687510204,9.468420534489796,1.2046273353469388,0.4736908391632653
