Ca,Co,Cs,Fe,Hg,La,Li,Nb,Ni,Rb,Sr,a_col,b_col,c_col,h_col,x_col
1.886530612244898,6.757142857142857,0.5528571428571428,1.1818367346938776,0.05612244897959184,15,6.46530612244898,0.37183673469387757,18.091836734693878,13.83061224489796,32.426530612244896,5.732030829551021,12.469307134469387,13.738802578020408,1.1341399879591836,0.48723846479591837
