Ca,Co,Cs,Fe,Hg,La,Li,Nb,Ni,Rb,Sr,a_col,b_col,c_col,h_col,x_col
3.578122448979592,8.355510204081632,0.7066530612244898,1.7708979591836735,0.04551020408163266,17.584489795918365,13.791020408163266,0.5457142857142857,27.319591836734695,17.508979591836734,79.53673469387755,3.853108745436735,9.56776292697551,10.322496943195919,1.190529865869388,0.47640036428979593
