Ca,Co,Cs,Fe,Hg,La,Li,Nb,Ni,Rb,Sr,a_col,b_col,c_col,h_col,x_col
3.895295918367347,8.655204081632654,0.7354897959183674,1.8813469387755102,0.0435204081632653,18.06908163265306,15.164591836734694,0.5783163265306122,29.049795918367344,18.198673469387753,88.36989795918367,3.5008108546653056,9.023723388070408,9.681939636666328,1.201102967977551,0.47436822044489796
