Ca,Co,Cs,Fe,Hg,La,Li,Nb,Ni,Rb,Sr,a_col,b_col,c_col,h_col,x_col
3.68384693877551,8.455408163265307,0.7162653061224491,1.8077142857142858,0.04484693877551021,17.746020408163265,14.24887755102041,0.5565816326530613,27.896326530612246,17.73887755102041,82.48112244897959,3.735676115179592,9.386416414007142,10.108977841019389,1.1940542332387756,0.4757229830081633
