site,MeanCa,SDCa,MeanCo,SDCo,MeanCs,SDCs,MeanFe,SDFe,MeanHg,SDHg,MeanLa,SDLa,MeanLi,SDLi,MeanNb,SDNb,MeanNi,SDNi,MeanRb,SDRb,MeanSr,SDSr,Meana_col,SDa_col,Meanb_col,SDb_col,Meanc_col,SDc_col,Meanh_col,SDh_col,Meanx_col,SDx_col,n
Agriculture,4.001020408163265,2.18711781889808,8.755102040816327,0.8299250027587322,0.7451020408163266,0.14846607986590168,1.9181632653061225,0.09020055130531247,0.04285714285714286,0.007071067811865477,18.23061224489796,1.2229070695192958,15.622448979591837,1.4229173825458106,0.5891836734693877,0.056966244928242274,29.6265306122449,2.716444943165921,18.428571428571427,4.3264207685645495,91.31428571428572,38.980748453563585,3.383378224408163,0.3224833029781166,8.84237687510204,0.973053493840578,9.468420534489796,1.0170459885162104,1.2046273353469388,0.013446135488662135,0.4736908391632653,0.0021863592142060853,49
Forest,1.886530612244898,1.5303574623548035,6.757142857142857,1.3934369977385654,0.5528571428571428,0.12015614840697915,1.1818367346938776,0.13283249899446917,0.05612244897959184,0.01812184760294098,15,2.596150997149434,6.46530612244898,0.8978100718804997,0.37183673469387757,0.06359616961040693,18.091836734693878,3.8983883814711326,13.83061224489796,1.8528361235360977,32.426530612244896,12.604773823010538,5.732030829551021,0.4067047931527699,12.469307134469387,2.0086804270478016,13.738802578020408,1.9433640146814162,1.1341399879591836,0.046836474174159023,0.48723846479591837,0.0022708335497791787,49
