Ca,Co,Cs,Fe,Hg,La,Li,Nb,Ni,Rb,Sr,a_col,b_col,c_col,h_col,x_col
2.309428571428571,7.156734693877551,0.5913061224489795,1.3291020408163265,0.053469387755102044,15.646122448979591,8.296734693877552,0.4153061224489796,20.398775510204082,14.750204081632655,44.20408163265306,5.26230030852245,11.743921082595918,12.884726169314286,1.1482374574367347,0.48452893966938776
