Ca,Co,Cs,Fe,Hg,La,Li,Nb,Ni,Rb,Sr,a_col,b_col,c_col,h_col,x_col
1.9922551020408161,6.85704081632653,0.562469387755102,1.21865306122449,0.05545918367346939,15.1615306122449,6.923163265306123,0.38270408163265307,18.66857142857143,14.060510204081634,35.37091836734693,5.614598199293877,12.287960621501021,13.525283475843878,1.1376643553285712,0.4865610835142857
