Ca,Co,Cs,Fe,Hg,La,Li,Nb,Ni,Rb,Sr,a_col,b_col,c_col,h_col,x_col
3.0919210526315792,7.652105263157894,0.6545877192982457,1.5022017543859647,0.04782456140350877,16.5140350877193,10.606666666666667,0.45173684210526316,23.084035087719297,15.535263157894736,60.23938596491227,4.722249110573684,11.249762252288598,12.216161135757018,1.173748117632456,0.4814200749263158
