Ca,Co,Cs,Fe,Hg,La,Li,Nb,Ni,Rb,Sr,a_col,b_col,c_col,h_col,x_col
2.3126315789473684,6.794736842105263,0.5687719298245614,1.1801754385964913,0.05192982456140351,15.203508771929824,6.419298245614035,0.3568421052631579,18.156140350877195,13.326315789473684,35.93859649122807,5.7109850911578945,12.86362267822807,14.093631894964911,1.1462422566140351,0.48704767321052633
