Ca,Co,Cs,Fe,Hg,La,Li,Nb,Ni,Rb,Sr,a_col,b_col,c_col,h_col,x_col
3.5248596491228072,8.128421052631579,0.7022631578947368,1.6811052631578947,0.0455438596491228,17.242105263157896,12.932982456140351,0.5044561403508772,25.821754385964912,16.762456140350878,73.73982456140351,4.172951343582456,10.353173126766666,11.173121825085964,1.189029151531579,0.47829363143508774
