Ca,Co,Cs,Fe,Hg,La,Li,Nb,Ni,Rb,Sr,a_col,b_col,c_col,h_col,x_col
4.044385964912281,8.7,0.7594736842105263,1.8957894736842105,0.04280701754385965,18.11578947368421,15.724561403508773,0.5677192982456141,29.107017543859648,18.235087719298246,89.94035087719298,3.5137940231929825,9.277266176140351,9.921474652280702,1.2073663922105262,0.474541899245614
