Ca,Co,Cs,Fe,Hg,La,Li,Nb,Ni,Rb,Sr,a_col,b_col,c_col,h_col,x_col
2.5723947368421047,7.080526315789474,0.5973771929824561,1.2875175438596491,0.05056140350877194,15.640350877192981,7.815087719298244,0.3884736842105263,19.79877192982456,14.062631578947368,44.0388596491228,5.381406430963158,12.325669202914913,13.467808308562281,1.1554108769535087,0.4851718071157895
