Ca,Co,Cs,Fe,Hg,La,Li,Nb,Ni,Rb,Sr,a_col,b_col,c_col,h_col,x_col
3.611447368421053,8.223684210526315,0.711798245614035,1.7168859649122807,0.045087719298245614,17.387719298245614,13.398245614035089,0.515,26.369298245614033,17.007894736842104,76.43991228070175,4.0630917901842105,10.17385530166228,10.964513962951756,1.1920853583114035,0.4776683427368421
